protein_id	fasta_headers	gene_symbols_or_id	OE01923_Astroc_DIA_AA13_dil1n2_250ng	OE01925_Astroc_DIA_AA16_dil1n2_250ng	OE01919_Astroc_DIA_AA19_dil1n2_250ng	OE01881_Astroc_DIA_AA14_dil1n2_250ng	OE01908_Astroc_DIA_AA17_dil1n2_250ng	OE01888_Astroc_DIA_AA20_dil1n2_250ng
Q6ZSR9	>sp|Q6ZSR9|YJ005_HUMAN Uncharacterized protein FLJ45252 OS=Homo sapiens OX=9606 PE=2 SV=2	sp|Q6ZSR9|YJ005_HUMAN	20.1008246554793	20.0597694908382	19.8833841039384	19.782074879608	19.514300872957	19.3521824423186
P01023	>sp|P01023|A2MG_HUMAN Alpha-2-macroglobulin OS=Homo sapiens OX=9606 GN=A2M PE=1 SV=3	A2M	21.3200708641485	22.6724800796403	23.7907137955936	20.5402859723411	23.0888286666781	22.670968168869
Q9NRG9	>sp|Q9NRG9|AAAS_HUMAN Aladin OS=Homo sapiens OX=9606 GN=AAAS PE=1 SV=1	AAAS	20.2466053982355	20.5557622393179	20.2480350521668	20.1147091154861	20.5142388653868	20.0894694469712
Q2M2I8	>sp|Q2M2I8|AAK1_HUMAN AP2-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=AAK1 PE=1 SV=3	AAK1	21.2996902999474	20.860678391019	21.0622080940458	21.4304139795209	20.6174518409187	21.3245571004262
Q9H7C9	>sp|Q9H7C9|AAMDC_HUMAN Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1	AAMDC	21.3477568166822	20.9824882990513	21.4403187686325	21.7524478662668	20.8498362451105	21.8794312134703
Q9Y312	>sp|Q9Y312|AAR2_HUMAN Protein AAR2 homolog OS=Homo sapiens OX=9606 GN=AAR2 PE=1 SV=2	AAR2	17.0890877452704	16.4411136672858	17.0052709179982	16.6178919247886	16.3024645278888	15.8367629621022
P49588	>sp|P49588|SYAC_HUMAN Alanine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=AARS1 PE=1 SV=2	AARS1	22.5689505030495	22.7241559105348	22.7341462788847	22.6745927334269	22.0383053891128	22.7587645576529
Q5JTZ9	>sp|Q5JTZ9|SYAM_HUMAN Alanine--tRNA ligase, mitochondrial OS=Homo sapiens OX=9606 GN=AARS2 PE=1 SV=1	AARS2	20.098900480841	19.9622197140225	19.9378122561313	19.5125721775455	20.2339578640772	19.4821110004067
Q9BTE6	>sp|Q9BTE6|AASD1_HUMAN Alanyl-tRNA editing protein Aarsd1 OS=Homo sapiens OX=9606 GN=AARSD1 PE=1 SV=2	AARSD1	21.193754635598	20.8231964872861	20.6924756117837	19.9125708537282	20.8310075209743	20.800836864847
Q9NRN7	>sp|Q9NRN7|ADPPT_HUMAN L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase OS=Homo sapiens OX=9606 GN=AASDHPPT PE=1 SV=2	AASDHPPT	21.9335335927518	21.5483983129712	22.6018134079567	22.1243420019883	21.3556911643799	22.1551875029571
Q9UDR5	>sp|Q9UDR5|AASS_HUMAN Alpha-aminoadipic semialdehyde synthase, mitochondrial OS=Homo sapiens OX=9606 GN=AASS PE=1 SV=1	AASS	21.3254496603949	21.5844743245897	22.0138216274767	19.6131355458988	21.8594987094025	21.6713631643047
P80404	>sp|P80404|GABT_HUMAN 4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3	ABAT	19.7427770457996	20.6251588921254	21.5013962709419	19.0400951931051	20.6510222875809	20.0216076513725
O95477	>sp|O95477|ABCA1_HUMAN Phospholipid-transporting ATPase ABCA1 OS=Homo sapiens OX=9606 GN=ABCA1 PE=1 SV=3	ABCA1	20.2743637776935	20.5269049749914	21.4744719030632	19.9002948165894	20.067854008124	20.4526701006016
Q99758	>sp|Q99758|ABCA3_HUMAN Phospholipid-transporting ATPase ABCA3 OS=Homo sapiens OX=9606 GN=ABCA3 PE=1 SV=2	ABCA3	21.5516833657457	22.086991559249	21.9044597647227	21.6193208650892	22.4425827607185	22.0803901484769
Q8N139	>sp|Q8N139|ABCA6_HUMAN ATP-binding cassette sub-family A member 6 OS=Homo sapiens OX=9606 GN=ABCA6 PE=1 SV=2	ABCA6	20.2680953190017	20.9739140816372	20.2652221091142	19.6557660106469	20.1520869295322	19.9710224529859
Q9NP58	>sp|Q9NP58|ABCB6_HUMAN ATP-binding cassette sub-family B member 6 OS=Homo sapiens OX=9606 GN=ABCB6 PE=1 SV=1	ABCB6	26.1966746441619	25.9251011917077	26.563199239992	26.8349032356741	25.8948660663691	26.8609787046911
Q9NUT2	>sp|Q9NUT2|MITOS_HUMAN Mitochondrial potassium channel ATP-binding subunit OS=Homo sapiens OX=9606 GN=ABCB8 PE=1 SV=3	ABCB8	16.9500255145821	17.176374432074	17.0009174267446	16.7137771713009	17.1812115612425	16.6083242217273
P33527	>sp|P33527|MRP1_HUMAN Multidrug resistance-associated protein 1 OS=Homo sapiens OX=9606 GN=ABCC1 PE=1 SV=3	ABCC1	20.3724542070626	20.6309357128874	20.7025808634314	20.1721121164774	20.6107911881011	20.1367504026697
P33897	>sp|P33897|ABCD1_HUMAN ATP-binding cassette sub-family D member 1 OS=Homo sapiens OX=9606 GN=ABCD1 PE=1 SV=2	ABCD1	20.4598823949223	21.0192948794699	21.0010478536254	20.1691594197235	21.2413913743971	20.9149055683918
P28288	>sp|P28288|ABCD3_HUMAN ATP-binding cassette sub-family D member 3 OS=Homo sapiens OX=9606 GN=ABCD3 PE=1 SV=1	ABCD3	21.440093998161	21.7856427380453	22.4145004969225	21.4869860952214	21.9449458954797	21.8085545805836
P61221	>sp|P61221|ABCE1_HUMAN ATP-binding cassette sub-family E member 1 OS=Homo sapiens OX=9606 GN=ABCE1 PE=1 SV=1	ABCE1	21.6427835669535	21.4936851314406	21.5091586345118	22.1636684632864	21.2668746710211	22.0852085191427
Q8NE71	>sp|Q8NE71|ABCF1_HUMAN ATP-binding cassette sub-family F member 1 OS=Homo sapiens OX=9606 GN=ABCF1 PE=1 SV=2	ABCF1	20.998605084075	20.7957048623855	20.8761805041103	21.4921086859956	20.6730063886229	21.2687315807615
Q9NUQ8	>sp|Q9NUQ8|ABCF3_HUMAN ATP-binding cassette sub-family F member 3 OS=Homo sapiens OX=9606 GN=ABCF3 PE=1 SV=2	ABCF3	19.8595424430182	19.3480008819805	19.5805073326848	20.0380109046128	19.1738011358706	20.1039434256427
Q9NUJ1	>sp|Q9NUJ1|ABHDA_HUMAN Palmitoyl-protein thioesterase ABHD10, mitochondrial OS=Homo sapiens OX=9606 GN=ABHD10 PE=1 SV=1	ABHD10	21.9589108274872	21.250457512837	21.6732399737159	21.8008744074332	21.3984598591844	21.7545227751513
Q8NFV4	>sp|Q8NFV4|ABHDB_HUMAN sn-1-specific diacylglycerol lipase ABHD11 OS=Homo sapiens OX=9606 GN=ABHD11 PE=1 SV=2	ABHD11	21.4986859833312	22.1419570662741	22.4904299684539	21.1414467659786	22.2588217312199	21.351401679953
Q8N2K0	>sp|Q8N2K0|ABD12_HUMAN Lysophosphatidylserine lipase ABHD12 OS=Homo sapiens OX=9606 GN=ABHD12 PE=1 SV=2	ABHD12	21.2288142915578	21.6966655013541	22.3456428155841	21.3506951254267	22.0288297046725	22.3605817760006
O95870	>sp|O95870|ABHGA_HUMAN Phosphatidylserine lipase ABHD16A OS=Homo sapiens OX=9606 GN=ABHD16A PE=1 SV=3	ABHD16A	20.9754518524292	21.249233188036	21.6259124930584	21.0723287781186	21.5511171582263	21.4188242803028
Q9BV23	>sp|Q9BV23|ABHD6_HUMAN Monoacylglycerol lipase ABHD6 OS=Homo sapiens OX=9606 GN=ABHD6 PE=1 SV=1	ABHD6	18.2816052759645	17.9399286173397	18.9462567540896	17.7433467145984	17.6618270592183	20.9972142353425
Q8IZP0	>sp|Q8IZP0|ABI1_HUMAN Abl interactor 1 OS=Homo sapiens OX=9606 GN=ABI1 PE=1 SV=4	ABI1	21.0524025904998	21.3097000163443	21.1952920297643	21.1406385051675	20.8793730504595	21.2972250400271
Q9NYB9	>sp|Q9NYB9|ABI2_HUMAN Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=1	ABI2	19.6380403490397	19.8907861238522	19.5896295061821	19.749762169759	19.9177501793074	19.2844143833531
Q12979	>sp|Q12979|ABR_HUMAN Active breakpoint cluster region-related protein OS=Homo sapiens OX=9606 GN=ABR PE=1 SV=2	ABR	19.7108727637229	19.8934567341795	19.6361007326838	20.0155674158592	19.3076890787068	19.2472943269968
Q15018	>sp|Q15018|ABRX2_HUMAN BRISC complex subunit Abraxas 2 OS=Homo sapiens OX=9606 GN=ABRAXAS2 PE=1 SV=2	ABRAXAS2	19.6931180864137	19.5276376548119	19.9284696346188	19.8420979597475	19.1125629723904	19.8644668348194
P09110	>sp|P09110|THIK_HUMAN 3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	ACAA1	22.5077659057061	22.4034150207874	23.3420687109561	22.3279036672515	22.534105006425	22.4425095309985
P42765	>sp|P42765|THIM_HUMAN 3-ketoacyl-CoA thiolase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAA2 PE=1 SV=2	ACAA2	22.9348919904733	23.3183339254186	23.4088154777479	22.5784293066549	23.5140059897286	23.0120301160611
Q13085	>sp|Q13085|ACACA_HUMAN Acetyl-CoA carboxylase 1 OS=Homo sapiens OX=9606 GN=ACACA PE=1 SV=2	ACACA	19.2842788346139	19.541444332208	19.3534347512634	19.485055573673	19.4965836378801	19.2238586763525
Q709F0	>sp|Q709F0|ACD11_HUMAN Acyl-CoA dehydrogenase family member 11 OS=Homo sapiens OX=9606 GN=ACAD11 PE=1 SV=3	ACAD11	19.2141774157456	19.03098754608	19.6162656355171	18.9969775764201	18.7402090159648	19.5384354908979
Q9UKU7	>sp|Q9UKU7|ACAD8_HUMAN Isobutyryl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD8 PE=1 SV=1	ACAD8	20.3512630679095	20.5916095786284	21.2325203615912	20.0898185389077	20.56414333603	20.5356597478015
Q9H845	>sp|Q9H845|ACAD9_HUMAN Complex I assembly factor ACAD9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1	ACAD9	20.9763624092683	20.7615030995662	21.2586124902146	20.6901598853876	20.8671239172205	21.1950164268991
P11310	>sp|P11310|ACADM_HUMAN Medium-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADM PE=1 SV=1	ACADM	22.2017195093812	23.3474855717614	23.3321217010322	21.9490787097386	23.4169915006738	23.0235182009672
P45954	>sp|P45954|ACDSB_HUMAN Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADSB PE=1 SV=1	ACADSB	21.1305553053142	21.7358749177662	21.8449823562723	20.8118706080616	21.4247577308272	21.1506185061413
P49748	>sp|P49748|ACADV_HUMAN Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ACADVL PE=1 SV=1	ACADVL	22.4753991984257	22.5847968911456	23.0440860001595	22.2278169689424	22.7398450380916	23.4576023917204
Q15057	>sp|Q15057|ACAP2_HUMAN Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 OS=Homo sapiens OX=9606 GN=ACAP2 PE=1 SV=3	ACAP2	20.8735869475674	20.5162620790347	20.0398947144191	20.8916572952111	20.3396255948728	20.9031569265529
P24752	>sp|P24752|THIL_HUMAN Acetyl-CoA acetyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ACAT1 PE=1 SV=1	ACAT1	23.1450338301168	22.9927553032694	23.2048655612726	22.8070320355201	23.2592476897751	23.2613141796254
Q9BWD1	>sp|Q9BWD1|THIC_HUMAN Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens OX=9606 GN=ACAT2 PE=1 SV=2	ACAT2	21.6857747761944	22.2687876125413	22.4041978962813	22.3259726075285	22.4035434551939	21.950636520675
Q9H3P7	>sp|Q9H3P7|GCP60_HUMAN Golgi resident protein GCP60 OS=Homo sapiens OX=9606 GN=ACBD3 PE=1 SV=4	ACBD3	22.0141410920104	21.1837390304688	21.2606702490952	22.250229776545	21.1354080026682	22.0323156851253
Q5T8D3	>sp|Q5T8D3|ACBD5_HUMAN Acyl-CoA-binding domain-containing protein 5 OS=Homo sapiens OX=9606 GN=ACBD5 PE=1 SV=1	ACBD5	19.4760441588529	19.7667985102698	20.284154990953	19.226199288346	19.9409411548733	19.7384128535784
Q9UKV3	>sp|Q9UKV3|ACINU_HUMAN Apoptotic chromatin condensation inducer in the nucleus OS=Homo sapiens OX=9606 GN=ACIN1 PE=1 SV=2	ACIN1	21.8709899554336	22.2927879579456	22.1262024477094	21.1600517499571	22.5025647988473	20.8500069967289
P53396	>sp|P53396|ACLY_HUMAN ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3	ACLY	23.1344095750975	23.0115703614321	22.449072240382	23.5585845145327	22.9824765670401	23.2700030357937
P21399	>sp|P21399|ACOHC_HUMAN Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3	ACO1	21.556692910726	20.4903438663707	20.6004273743846	21.9691968173396	20.513498256673	21.8840571423868
Q99798	>sp|Q99798|ACON_HUMAN Aconitate hydratase, mitochondrial OS=Homo sapiens OX=9606 GN=ACO2 PE=1 SV=2	ACO2	23.8147695431456	23.5551667953033	24.0725846485934	23.5903564135614	23.7971845810266	23.8729272803624
Q9NPJ3	>sp|Q9NPJ3|ACO13_HUMAN Acyl-coenzyme A thioesterase 13 OS=Homo sapiens OX=9606 GN=ACOT13 PE=1 SV=1	ACOT13	24.8895572322029	24.3852125274293	24.7138353916432	24.5772179307503	24.3417232603113	24.3178873636732
O00154	>sp|O00154|BACH_HUMAN Cytosolic acyl coenzyme A thioester hydrolase OS=Homo sapiens OX=9606 GN=ACOT7 PE=1 SV=3	ACOT7	22.9019837476444	22.5228699910975	22.2425425454346	22.6399753076939	22.2683211623434	22.2842466578953
O14734	>sp|O14734|ACOT8_HUMAN Acyl-coenzyme A thioesterase 8 OS=Homo sapiens OX=9606 GN=ACOT8 PE=1 SV=1	ACOT8	20.7808644314309	20.1728855964804	21.0297085555298	20.9621560257221	20.3858657709376	21.1326565483675
Q9Y305	>sp|Q9Y305|ACOT9_HUMAN Acyl-coenzyme A thioesterase 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACOT9 PE=1 SV=2	ACOT9	22.7139035528309	22.5682693540668	22.2372492271248	22.4410837498123	22.673602392201	22.5420297995374
Q15067	>sp|Q15067|ACOX1_HUMAN Peroxisomal acyl-coenzyme A oxidase 1 OS=Homo sapiens OX=9606 GN=ACOX1 PE=1 SV=3	ACOX1	23.1097767421501	22.9823437628032	24.377883451222	22.8199395640779	23.0465497091792	23.2678626452341
O15254	>sp|O15254|ACOX3_HUMAN Peroxisomal acyl-coenzyme A oxidase 3 OS=Homo sapiens OX=9606 GN=ACOX3 PE=1 SV=2	ACOX3	21.2097310049698	21.5630286261521	21.8840648422707	20.8394769620093	21.8722723840186	20.7122537964954
P24666	>sp|P24666|PPAC_HUMAN Low molecular weight phosphotyrosine protein phosphatase OS=Homo sapiens OX=9606 GN=ACP1 PE=1 SV=3	ACP1	22.9342214125586	22.8921799672249	23.2490399213138	23.6268206991525	22.6980676865522	23.4063891268538
P11117	>sp|P11117|PPAL_HUMAN Lysosomal acid phosphatase OS=Homo sapiens OX=9606 GN=ACP2 PE=1 SV=3	ACP2	22.4402564795764	22.5314698835989	23.3762497021521	21.7508632852699	22.4228469197554	22.9068102328778
Q96CM8	>sp|Q96CM8|ACSF2_HUMAN Medium-chain acyl-CoA ligase ACSF2, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF2 PE=1 SV=2	ACSF2	21.1878177492245	20.6326719248705	21.1438614056456	20.7156969958454	20.7613275971469	20.3997602442721
Q4G176	>sp|Q4G176|ACSF3_HUMAN Malonate--CoA ligase ACSF3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSF3 PE=1 SV=3	ACSF3	19.3048260240735	19.6279017751048	19.4484924506108	18.6310720151932	19.4451822016636	18.3163886352269
P33121	>sp|P33121|ACSL1_HUMAN Long-chain-fatty-acid--CoA ligase 1 OS=Homo sapiens OX=9606 GN=ACSL1 PE=1 SV=1	ACSL1	19.9916744785584	19.6495638498227	20.3656083871844	20.0342343566098	19.6688949102973	21.1018617946213
O95573	>sp|O95573|ACSL3_HUMAN Fatty acid CoA ligase Acsl3 OS=Homo sapiens OX=9606 GN=ACSL3 PE=1 SV=3	ACSL3	23.0886758825254	23.3557608810775	22.9727872367094	22.9983337164734	23.767130290733	23.2392059301563
O60488	>sp|O60488|ACSL4_HUMAN Long-chain-fatty-acid--CoA ligase 4 OS=Homo sapiens OX=9606 GN=ACSL4 PE=1 SV=2	ACSL4	21.9635746226853	21.9413276074474	21.0739582144582	22.1776266357791	21.7923677294625	21.846257372052
Q9H6R3	>sp|Q9H6R3|ACSS3_HUMAN Acyl-CoA synthetase short-chain family member 3, mitochondrial OS=Homo sapiens OX=9606 GN=ACSS3 PE=1 SV=1	ACSS3	20.7820487264621	20.714028882866	21.6082785348569	19.8683847686051	20.4771606344868	21.2640776673889
Q562R1	>sp|Q562R1|ACTBL_HUMAN Beta-actin-like protein 2 OS=Homo sapiens OX=9606 GN=ACTBL2 PE=1 SV=2	ACTBL2	26.7042722332986	27.0247163705262	27.1276420948928	26.4048005794792	27.2875751832331	26.8644027746989
P63261	>sp|P63261|ACTG_HUMAN Actin, cytoplasmic 2 OS=Homo sapiens OX=9606 GN=ACTG1 PE=1 SV=1	ACTG1	26.9874295162082	27.3939116848846	27.0884856842363	27.1418639999271	27.5661480503372	27.1371150166301
P63267	>sp|P63267|ACTH_HUMAN Actin, gamma-enteric smooth muscle OS=Homo sapiens OX=9606 GN=ACTG2 PE=1 SV=1	ACTG2	25.8276414933637	26.132791442408	25.994687773109	26.0837473165071	26.6530645912473	26.1293308613765
O96019	>sp|O96019|ACL6A_HUMAN Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1	ACTL6A	21.8544787909514	21.8927875563652	21.4896694849779	21.458411754322	21.8731893252441	21.1857320942283
P12814	>sp|P12814|ACTN1_HUMAN Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	ACTN1	25.6172959436486	25.3292673937825	25.0344144727018	25.9771838722906	25.4289863484489	25.3966813778337
O43707	>sp|O43707|ACTN4_HUMAN Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	ACTN4	24.8902310155106	24.8560197805235	24.6963006397604	25.4712550007666	24.8718744196971	25.129531293746
Q9NZ32	>sp|Q9NZ32|ARP10_HUMAN Actin-related protein 10 OS=Homo sapiens OX=9606 GN=ACTR10 PE=1 SV=1	ACTR10	21.1426261131402	21.3091749890414	21.4094979590035	21.0589619774035	21.2268865556177	21.1046776254221
P61163	>sp|P61163|ACTZ_HUMAN Alpha-centractin OS=Homo sapiens OX=9606 GN=ACTR1A PE=1 SV=1	ACTR1A	23.1000877823582	23.0930385729749	23.4248231344215	23.6925298515626	23.1247398959005	23.3983982142588
P42025	>sp|P42025|ACTY_HUMAN Beta-centractin OS=Homo sapiens OX=9606 GN=ACTR1B PE=1 SV=1	ACTR1B	21.4315462867404	20.9859136475791	23.3778146154816	20.8994457529086	20.9640612781643	20.7323055504992
P61160	>sp|P61160|ARP2_HUMAN Actin-related protein 2 OS=Homo sapiens OX=9606 GN=ACTR2 PE=1 SV=1	ACTR2	23.2956627472083	23.1116122073622	23.0649135977177	23.805111024165	23.1397933260193	23.7341921482563
P61158	>sp|P61158|ARP3_HUMAN Actin-related protein 3 OS=Homo sapiens OX=9606 GN=ACTR3 PE=1 SV=3	ACTR3	24.177744574334	24.0345548578461	24.1136478338471	24.3289571259195	23.9329949033475	24.3997263808907
P07311	>sp|P07311|ACYP1_HUMAN Acylphosphatase-1 OS=Homo sapiens OX=9606 GN=ACYP1 PE=1 SV=2	ACYP1	20.6076049301813	20.9341855409019	20.654022702313	20.7647279749379	20.7440162459951	21.2069278417832
P00813	>sp|P00813|ADA_HUMAN Adenosine deaminase OS=Homo sapiens OX=9606 GN=ADA PE=1 SV=3	ADA	19.4734828859719	19.5361053994548	18.67447478719	19.7086309958555	19.3208974966893	20.4208102132989
O14672	>sp|O14672|ADA10_HUMAN Disintegrin and metalloproteinase domain-containing protein 10 OS=Homo sapiens OX=9606 GN=ADAM10 PE=1 SV=1	ADAM10	21.3195109363971	21.5957288348515	21.3631980350004	21.362576093385	21.7345602380223	21.5873313767269
O43184	>sp|O43184|ADA12_HUMAN Disintegrin and metalloproteinase domain-containing protein 12 OS=Homo sapiens OX=9606 GN=ADAM12 PE=1 SV=3	ADAM12	20.4351569517387	20.3349285757863	20.0679019019387	20.3190319022047	20.7526313837641	20.9674879465678
Q13444	>sp|Q13444|ADA15_HUMAN Disintegrin and metalloproteinase domain-containing protein 15 OS=Homo sapiens OX=9606 GN=ADAM15 PE=1 SV=4	ADAM15	18.8335053426146	18.4857223003266	17.9277546327732	17.3544344639425	19.2133088750717	18.1874753870846
P78536	>sp|P78536|ADA17_HUMAN Disintegrin and metalloproteinase domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ADAM17 PE=1 SV=1	ADAM17	20.1066428749559	19.9832312727073	20.1324974482004	19.34527003675	20.3419141304201	19.7523380507081
Q9H013	>sp|Q9H013|ADA19_HUMAN Disintegrin and metalloproteinase domain-containing protein 19 OS=Homo sapiens OX=9606 GN=ADAM19 PE=1 SV=3	ADAM19	18.1038492940172	18.3890330024398	17.0006145051804	18.1269013984649	19.2253441077138	17.9099142251814
Q13443	>sp|Q13443|ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1	ADAM9	21.3711149358068	21.9913712982474	22.0502892959035	21.0416070869542	22.345202739788	21.5419942579972
P58397	>sp|P58397|ATS12_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 12 OS=Homo sapiens OX=9606 GN=ADAMTS12 PE=1 SV=2	ADAMTS12	22.5377679946278	21.7824462860633	21.6307410862362	22.3924399851398	22.890455368391	22.434961278895
Q8TE57	>sp|Q8TE57|ATS16_HUMAN A disintegrin and metalloproteinase with thrombospondin motifs 16 OS=Homo sapiens OX=9606 GN=ADAMTS16 PE=2 SV=3	ADAMTS16	19.9062761292131	23.0971883215554	23.7239925529329	20.2385616073255	23.6099663398719	21.0413934149312
Q8N6G6	>sp|Q8N6G6|ATL1_HUMAN ADAMTS-like protein 1 OS=Homo sapiens OX=9606 GN=ADAMTSL1 PE=1 SV=4	ADAMTSL1	19.0744889747894	18.9987699840154	19.8495499088809	18.3587706003004	18.9879597686537	18.8353014482553
P55265	>sp|P55265|DSRAD_HUMAN Double-stranded RNA-specific adenosine deaminase OS=Homo sapiens OX=9606 GN=ADAR PE=1 SV=4	ADAR	22.2863986950035	22.4764828730734	22.1044665608485	21.9001380000243	22.4192562299898	22.1817633184506
P35611	>sp|P35611|ADDA_HUMAN Alpha-adducin OS=Homo sapiens OX=9606 GN=ADD1 PE=1 SV=2	ADD1	21.3525679239972	21.0536117605773	21.4181372154366	21.2369023038293	21.1055772543186	20.4769500070622
Q9UEY8	>sp|Q9UEY8|ADDG_HUMAN Gamma-adducin OS=Homo sapiens OX=9606 GN=ADD3 PE=1 SV=1	ADD3	20.1490993252961	19.2762272390218	19.7246613958735	20.4664730096901	19.3215709387499	18.7432425701785
Q9Y653	>sp|Q9Y653|AGRG1_HUMAN Adhesion G-protein coupled receptor G1 OS=Homo sapiens OX=9606 GN=ADGRG1 PE=1 SV=2	ADGRG1	16.4774441492196	17.6258110172974	19.6196666666516	16.0296414654099	17.8567031594405	17.1646015162424
P11766	>sp|P11766|ADHX_HUMAN Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4	ADH5	23.4767142040241	23.1716816566068	23.8692672332295	23.803394212174	23.1275806510785	23.9347806801212
Q9BV57	>sp|Q9BV57|MTND_HUMAN Acireductone dioxygenase OS=Homo sapiens OX=9606 GN=ADI1 PE=1 SV=1	ADI1	20.0448928842707	19.546186279307	19.9765879403137	20.4616923949479	19.5670758473548	20.4872638671712
P55263	>sp|P55263|ADK_HUMAN Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2	ADK	20.9611585297648	20.8232214940998	21.0457185657699	20.9282465517735	20.5566065724005	21.5394522959804
Q9H2P0	>sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens OX=9606 GN=ADNP PE=1 SV=1	ADNP	19.7128583843879	20.4629147472537	20.3903834328047	18.6927013893107	20.4681672141417	18.7386297666421
Q96SZ5	>sp|Q96SZ5|AEDO_HUMAN 2-aminoethanethiol dioxygenase OS=Homo sapiens OX=9606 GN=ADO PE=1 SV=2	ADO	18.7801978667426	19.0129853235838	19.0872363633595	18.7602217080728	18.6675481564901	17.5815881462051
Q9BRR6	>sp|Q9BRR6|ADPGK_HUMAN ADP-dependent glucokinase OS=Homo sapiens OX=9606 GN=ADPGK PE=1 SV=1	ADPGK	21.04716410734	20.3823421089149	21.0975747908108	21.1167555409473	20.8789249603001	21.6952176302022
Q9NX46	>sp|Q9NX46|ADPRS_HUMAN ADP-ribosylhydrolase ARH3 OS=Homo sapiens OX=9606 GN=ADPRS PE=1 SV=1	ADPRS	19.9063806086959	19.5782808929054	19.6553975479057	19.8375601483621	19.1648551043346	19.6091027758116
Q16186	>sp|Q16186|ADRM1_HUMAN Proteasomal ubiquitin receptor ADRM1 OS=Homo sapiens OX=9606 GN=ADRM1 PE=1 SV=2	ADRM1	23.0518042886335	22.9968461172366	23.2531727949115	22.928538782778	22.8871893902196	22.414744161672
P30566	>sp|P30566|PUR8_HUMAN Adenylosuccinate lyase OS=Homo sapiens OX=9606 GN=ADSL PE=1 SV=2	ADSL	21.2346808512192	21.1570465771358	21.3057985799517	21.504211258245	20.8328925318945	21.2928389226967
P30520	>sp|P30520|PURA2_HUMAN Adenylosuccinate synthetase isozyme 2 OS=Homo sapiens OX=9606 GN=ADSS2 PE=1 SV=3	ADSS2	22.2065018258271	21.7439726628345	21.7714541717684	22.6526444160005	21.4877581850847	22.2453466620017
Q8IUX7	>sp|Q8IUX7|AEBP1_HUMAN Adipocyte enhancer-binding protein 1 OS=Homo sapiens OX=9606 GN=AEBP1 PE=1 SV=1	AEBP1	24.6370325764443	22.5089984224015	22.0094495984086	24.4445135562717	22.9698578068826	22.8370702955447
Q8N556	>sp|Q8N556|AFAP1_HUMAN Actin filament-associated protein 1 OS=Homo sapiens OX=9606 GN=AFAP1 PE=1 SV=2	AFAP1	21.9348683895593	22.000895172706	20.148520309911	22.0786555447295	22.0459590713427	21.4742577924598
P55196	>sp|P55196|AFAD_HUMAN Afadin OS=Homo sapiens OX=9606 GN=AFDN PE=1 SV=3	AFDN	20.1354648192003	20.6103777892231	19.372373433057	19.2410061184087	20.1022186952309	18.7403848677355
Q9UHB7	>sp|Q9UHB7|AFF4_HUMAN AF4/FMR2 family member 4 OS=Homo sapiens OX=9606 GN=AFF4 PE=1 SV=1	AFF4	20.5008814051793	19.814281364396	19.5638098068692	18.6774766286696	20.7244418899203	18.5528684176679
